date,equity
2023-08-29,100000.0
2023-08-30,100000.0
2023-08-31,100000.0
2023-09-01,100000.0
2023-09-05,100000.0
2023-09-06,100000.0
2023-09-07,100000.0
2023-09-08,100000.0
2023-09-11,100000.0
2023-09-12,100000.0
2023-09-13,100000.0
2023-09-14,100000.0
2023-09-15,100000.0
2023-09-18,100000.0
2023-09-19,100000.0
2023-09-20,100000.0
2023-09-21,100000.0
2023-09-22,100000.0
2023-09-25,100000.0
2023-09-26,100000.0
2023-09-27,100000.0
2023-09-28,100000.0
2023-09-29,100000.0
2023-10-02,100000.0
2023-10-03,100000.0
2023-10-04,100000.0
2023-10-05,100000.0
2023-10-06,100000.0
2023-10-09,100000.0
2023-10-10,101355.1357421875
2023-10-11,101355.1357421875
2023-10-12,101355.1357421875
2023-10-13,101355.1357421875
2023-10-16,101355.1357421875
2023-10-17,101355.1357421875
2023-10-18,101355.1357421875
2023-10-19,101355.1357421875
2023-10-20,101355.1357421875
2023-10-23,101355.1357421875
2023-10-24,101355.1357421875
2023-10-25,101355.1357421875
2023-10-26,101355.1357421875
2023-10-27,101355.1357421875
2023-10-30,101355.1357421875
2023-10-31,101355.1357421875
2023-11-01,101355.1357421875
2023-11-02,104328.5634765625
2023-11-03,104328.5634765625
2023-11-06,104328.5634765625
2023-11-07,104328.5634765625
2023-11-08,104328.5634765625
2023-11-09,104328.5634765625
2023-11-10,104328.5634765625
2023-11-13,104328.5634765625
2023-11-14,104328.5634765625
2023-11-15,104328.5634765625
2023-11-16,104328.5634765625
2023-11-17,104328.5634765625
2023-11-20,104328.5634765625
2023-11-21,104328.5634765625
2023-11-22,104328.5634765625
2023-11-24,104328.5634765625
2023-11-27,104328.5634765625
2023-11-28,104328.5634765625
2023-11-29,104328.5634765625
2023-11-30,104328.5634765625
2023-12-01,104328.5634765625
2023-12-04,104328.5634765625
2023-12-05,104328.5634765625
2023-12-06,104328.5634765625
2023-12-07,104328.5634765625
2023-12-08,104328.5634765625
2023-12-11,104328.5634765625
2023-12-12,104328.5634765625
2023-12-13,104328.5634765625
2023-12-14,104328.5634765625
2023-12-15,104328.5634765625
2023-12-18,104328.5634765625
2023-12-19,104328.5634765625
2023-12-20,104328.5634765625
2023-12-21,104328.5634765625
2023-12-22,104328.5634765625
2023-12-26,104328.5634765625
2023-12-27,104328.5634765625
2023-12-28,104328.5634765625
2023-12-29,104328.5634765625
2024-01-02,104328.5634765625
2024-01-03,104328.5634765625
2024-01-04,104328.5634765625
2024-01-05,104328.5634765625
2024-01-08,104328.5634765625
2024-01-09,104328.5634765625
2024-01-10,104328.5634765625
2024-01-11,104328.5634765625
2024-01-12,104328.5634765625
2024-01-16,104328.5634765625
2024-01-17,104328.5634765625
2024-01-18,104328.5634765625
2024-01-19,104328.5634765625
2024-01-22,104328.5634765625
2024-01-23,104328.5634765625
2024-01-24,104328.5634765625
2024-01-25,104328.5634765625
2024-01-26,104328.5634765625
2024-01-29,104328.5634765625
2024-01-30,104328.5634765625
2024-01-31,104328.5634765625
2024-02-01,104328.5634765625
2024-02-02,104328.5634765625
2024-02-05,104328.5634765625
2024-02-06,104328.5634765625
2024-02-07,104328.5634765625
2024-02-08,104328.5634765625
2024-02-09,104328.5634765625
2024-02-12,104328.5634765625
2024-02-13,104328.5634765625
2024-02-14,104328.5634765625
2024-02-15,104328.5634765625
2024-02-16,104328.5634765625
2024-02-20,104328.5634765625
2024-02-21,104328.5634765625
2024-02-22,104328.5634765625
2024-02-23,104328.5634765625
2024-02-26,104328.5634765625
2024-02-27,104328.5634765625
2024-02-28,104328.5634765625
2024-02-29,104328.5634765625
2024-03-01,104328.5634765625
2024-03-04,104328.5634765625
2024-03-05,104328.5634765625
2024-03-06,104328.5634765625
2024-03-07,104328.5634765625
2024-03-08,104328.5634765625
2024-03-11,104328.5634765625
2024-03-12,104328.5634765625
2024-03-13,104328.5634765625
2024-03-14,104328.5634765625
2024-03-15,104328.5634765625
2024-03-18,104328.5634765625
2024-03-19,104328.5634765625
2024-03-20,104328.5634765625
2024-03-21,104328.5634765625
2024-03-22,104328.5634765625
2024-03-25,104328.5634765625
2024-03-26,104328.5634765625
2024-03-27,104328.5634765625
2024-03-28,104328.5634765625
2024-04-01,104328.5634765625
2024-04-02,104328.5634765625
2024-04-03,104328.5634765625
2024-04-04,104328.5634765625
2024-04-05,104328.5634765625
2024-04-08,104328.5634765625
2024-04-09,104328.5634765625
2024-04-10,104328.5634765625
2024-04-11,104328.5634765625
2024-04-12,104328.5634765625
2024-04-15,104328.5634765625
2024-04-16,104328.5634765625
2024-04-17,104328.5634765625
2024-04-18,104328.5634765625
2024-04-19,104328.5634765625
2024-04-22,104328.5634765625
2024-04-23,104328.5634765625
2024-04-24,104328.5634765625
2024-04-25,104328.5634765625
2024-04-26,104328.5634765625
2024-04-29,106414.3219909668
2024-04-30,106414.3219909668
2024-05-01,106414.3219909668
2024-05-02,106414.3219909668
2024-05-03,106414.3219909668
2024-05-06,106414.3219909668
2024-05-07,106414.3219909668
2024-05-08,106414.3219909668
2024-05-09,106414.3219909668
2024-05-10,106414.3219909668
2024-05-13,106414.3219909668
2024-05-14,106414.3219909668
2024-05-15,106414.3219909668
2024-05-16,106414.3219909668
2024-05-17,106414.3219909668
2024-05-20,106414.3219909668
2024-05-21,106414.3219909668
2024-05-22,106414.3219909668
2024-05-23,106414.3219909668
2024-05-24,106414.3219909668
2024-05-28,106414.3219909668
2024-05-29,106414.3219909668
2024-05-30,106414.3219909668
2024-05-31,106414.3219909668
2024-06-03,106414.3219909668
2024-06-04,106414.3219909668
2024-06-05,106414.3219909668
2024-06-06,106414.3219909668
2024-06-07,106414.3219909668
2024-06-10,106414.3219909668
2024-06-11,106414.3219909668
2024-06-12,106414.3219909668
2024-06-13,106414.3219909668
2024-06-14,106414.3219909668
2024-06-17,106414.3219909668
2024-06-18,106414.3219909668
2024-06-20,106414.3219909668
2024-06-21,106414.3219909668
2024-06-24,106414.3219909668
2024-06-25,106414.3219909668
2024-06-26,106414.3219909668
2024-06-27,106414.3219909668
2024-06-28,106414.3219909668
2024-07-01,106414.3219909668
2024-07-02,106414.3219909668
2024-07-03,106414.3219909668
2024-07-05,106414.3219909668
2024-07-08,106414.3219909668
2024-07-09,106414.3219909668
2024-07-10,106414.3219909668
2024-07-11,106414.3219909668
2024-07-12,106414.3219909668
2024-07-15,106414.3219909668
2024-07-16,106414.3219909668
2024-07-17,106414.3219909668
2024-07-18,106414.3219909668
2024-07-19,106414.3219909668
2024-07-22,106414.3219909668
2024-07-23,106414.3219909668
2024-07-24,106414.3219909668
2024-07-25,106414.3219909668
2024-07-26,106414.3219909668
2024-07-29,106414.3219909668
2024-07-30,106414.3219909668
2024-07-31,106414.3219909668
2024-08-01,106414.3219909668
2024-08-02,106414.3219909668
2024-08-05,106414.3219909668
2024-08-06,106414.3219909668
2024-08-07,106414.3219909668
2024-08-08,106414.3219909668
2024-08-09,106414.3219909668
2024-08-12,106414.3219909668
2024-08-13,109780.58825683594
2024-08-14,109780.58825683594
2024-08-15,109780.58825683594
2024-08-16,109780.58825683594
2024-08-19,109780.58825683594
2024-08-20,109780.58825683594
2024-08-21,109780.58825683594
2024-08-22,109780.58825683594
2024-08-23,109780.58825683594
2024-08-26,109780.58825683594
2024-08-27,109780.58825683594
2024-08-28,109780.58825683594
2024-08-29,109780.58825683594
2024-08-30,109780.58825683594
2024-09-03,109780.58825683594
2024-09-04,109780.58825683594
2024-09-05,109780.58825683594
2024-09-06,109780.58825683594
2024-09-09,109780.58825683594
2024-09-10,109780.58825683594
2024-09-11,109780.58825683594
2024-09-12,109780.58825683594
2024-09-13,109780.58825683594
2024-09-16,109780.58825683594
2024-09-17,109780.58825683594
2024-09-18,109780.58825683594
2024-09-19,109780.58825683594
2024-09-20,109780.58825683594
2024-09-23,109780.58825683594
2024-09-24,109780.58825683594
2024-09-25,109780.58825683594
2024-09-26,109780.58825683594
2024-09-27,109780.58825683594
2024-09-30,109780.58825683594
2024-10-01,109780.58825683594
2024-10-02,109780.58825683594
2024-10-03,109780.58825683594
2024-10-04,109780.58825683594
2024-10-07,109780.58825683594
2024-10-08,109780.58825683594
2024-10-09,109780.58825683594
2024-10-10,109780.58825683594
2024-10-11,109780.58825683594
2024-10-14,109780.58825683594
2024-10-15,109780.58825683594
2024-10-16,109780.58825683594
2024-10-17,109780.58825683594
2024-10-18,109780.58825683594
2024-10-21,109780.58825683594
2024-10-22,109780.58825683594
2024-10-23,109780.58825683594
2024-10-24,109780.58825683594
2024-10-25,109780.58825683594
2024-10-28,109780.58825683594
2024-10-29,109780.58825683594
2024-10-30,109780.58825683594
2024-10-31,109780.58825683594
2024-11-01,109780.58825683594
2024-11-04,109780.58825683594
2024-11-05,109780.58825683594
2024-11-06,109780.58825683594
2024-11-07,109780.58825683594
2024-11-08,109780.58825683594
2024-11-11,109780.58825683594
2024-11-12,109780.58825683594
2024-11-13,109780.58825683594
2024-11-14,109780.58825683594
2024-11-15,109780.58825683594
2024-11-18,109780.58825683594
2024-11-19,109780.58825683594
2024-11-20,109780.58825683594
2024-11-21,109780.58825683594
2024-11-22,109780.58825683594
2024-11-25,109780.58825683594
2024-11-26,109780.58825683594
2024-11-27,109780.58825683594
2024-11-29,109780.58825683594
